chapter,section,section_name,style,scene_socket,text
3,01,the_split_hook,direct,,The sentence splits you in two. You keep waiting for the 'ready' version.
3,01,the_split_hook,peer,,The sentence splits you in two—keep waiting for the 'ready' version.
3,01,the_split_hook,poetic,,The sentence splits you in two. You keep waiting for the 'ready' version.
3,01,the_split_hook,coach,,The sentence splits you in two. Execute. You keep waiting for the 'ready' version. Execute.
3,01,the_split_hook,somatic,,The sentence splits your body in two. Your body keep waiting for the 'ready' version.
3,02,the_two_versions,direct,,Version 1: anxious you. Version 2: calm you. Only one exists.
3,02,the_two_versions,peer,,Version 1: anxious you. Version 2: calm you. Only one exists.
3,02,the_two_versions,poetic,,Version 1: anxious you. Version 2: calm you. Only one exists.
3,02,the_two_versions,coach,,Version 1: anxious you. Execute. Version 2: calm you. Execute. Only one exists. Execute.
3,02,the_two_versions,somatic,,Version 1: anxious your body. Version 2: calm your body. Only one exists.
3,03,version_never_arrives,direct,,The calm version never arrives. That's the trap.
3,03,version_never_arrives,peer,,The calm version never arrives. That's the trap.
3,03,version_never_arrives,poetic,,The calm version never arrives. That's the trap.
3,03,version_never_arrives,coach,,The calm version never arrives. Execute. That's the trap. Execute.
3,03,version_never_arrives,somatic,,The calm version never arrives. That's the trap.
3,04,what_sentence_says,direct,,The sentence says: this version of you can't act. That's a lie.
3,04,what_sentence_says,peer,,The sentence says: this version of you can't act. That's a lie.
3,04,what_sentence_says,poetic,,The sentence says: this version of you can't act. That's a lie.
3,04,what_sentence_says,coach,,The sentence says: this version of you can't act. Execute. That's a lie. Execute.
3,04,what_sentence_says,somatic,,The sentence says: this version of your body can't act. That's a lie.
3,05,the_myth,direct,,"The myth: calm first, act second. Truth: act now, anxious."
3,05,the_myth,peer,,"The myth: calm first, act second. Truth: act now, anxious."
3,05,the_myth,poetic,,"The myth: calm first, act second. Truth: act now, anxious."
3,05,the_myth,coach,,"The myth: calm first, act second. Execute. Truth: act now, anxious. Execute."
3,05,the_myth,somatic,,"The myth: calm first, act second. Truth: act now, anxious."
3,06,keeps_you_small,direct,scene_04,"Every time the sentence runs, you shrink a little."
3,06,keeps_you_small,peer,scene_04,"Every time the sentence runs, you shrink a little."
3,06,keeps_you_small,poetic,scene_04,"Every time the sentence runs, you shrink a little."
3,06,keeps_you_small,coach,scene_04,"Every time the sentence runs, you shrink a little. Execute."
3,06,keeps_you_small,somatic,scene_04,"Every time the sentence runs, your body shrink a little."
3,07,the_loop,direct,,The loop: anxious → wait → still anxious → wait more.
3,07,the_loop,peer,,The loop: anxious → wait → still anxious → wait more.
3,07,the_loop,poetic,,The loop: anxious → wait → still anxious → wait more.
3,07,the_loop,coach,,The loop: anxious → wait → still anxious → wait more. Execute.
3,07,the_loop,somatic,,The loop: anxious → wait → still anxious → wait more.
3,08,invisible_rule,direct,scene_05,You've been following an invisible rule: calm before action.
3,08,invisible_rule,peer,scene_05,You've been following an invisible rule: calm before action.
3,08,invisible_rule,poetic,scene_05,You've been following an invisible rule: calm before action.
3,08,invisible_rule,coach,scene_05,You've been following an invisible rule: calm before action. Execute.
3,08,invisible_rule,somatic,scene_05,Your body've been following an invisible rule: calm before action.
3,09,what_cost_you,direct,,The cost: a life on hold. Waiting for permission.
3,09,what_cost_you,peer,,The cost: a life on hold. Waiting for permission.
3,09,what_cost_you,poetic,,The cost: a life on hold. Waiting for permission.
3,09,what_cost_you,coach,,The cost: a life on hold. Execute. Waiting for permission. Execute.
3,09,what_cost_you,somatic,,The cost: a life on hold. Waiting for permission.
3,10,hardest_part,direct,,The hardest part: you've been doing this to yourself.
3,10,hardest_part,peer,,The hardest part: you've been doing this to yourself.
3,10,hardest_part,poetic,,The hardest part: you've been doing this to yourself.
3,10,hardest_part,coach,,The hardest part: you've been doing this to yourself. Execute.
3,10,hardest_part,somatic,,The hardest part: your body've been doing this to your bodyrself.
3,11,the_question_realization,direct,,What if the sentence is the problem—not the feeling?
3,11,the_question_realization,peer,,What if the sentence is the problem—not the feeling?
3,11,the_question_realization,poetic,,What if the sentence is the problem—not the feeling?
3,11,the_question_realization,coach,,What if the sentence is the problem—not the feeling? Execute.
3,11,the_question_realization,somatic,,What if the sentence is the problem—not the feeling?
