chapter,section,section_name,style,scene_socket,text
11,01,opening_somethings_changed,direct,,"Okay.

So let's talk about who you're becoming.

Because something's changed.

---

Not in one big moment.

Not in a dramatic breakthrough.

But quietly.

Over time.

---

And it's not just that you're acting differently.

**It's that you're seeing yourself differently.**"
11,01,opening_somethings_changed,peer,,"Alright.

Let's talk about who you're becoming.

Because something shifted.

---

Not in some big dramatic moment.

Not in a breakthrough you could point to.

Just... quietly. Over time.

---

And it's not just that you're doing things differently.

**It's that you see yourself differently now.**"
11,01,opening_somethings_changed,poetic,,"So.

Let's speak of who you are becoming.

Because something has shifted.

---

Not in a single moment of transformation.

Not in a flash of revelation.

But quietly.

Slowly.

Like dawn arriving.

---

And it's not merely that your actions have changed.

**It's that you see yourself with different eyes.**"
11,01,opening_somethings_changed,coach,,"Let's assess who you're becoming.

Because change has occurred.

---

Not dramatically.

Not suddenly.

But incrementally.

Over time.

---

And the change isn't just behavioral.

**It's perceptual. How you see yourself has shifted.**"
11,01,opening_somethings_changed,somatic,,"Let your body notice this:

Something has changed.

---

Not in one dramatic moment.

Not in a breakthrough you could feel.

But quietly. Gradually.

The way seasons shift.

---

And it's not just that your body moves differently now.

**It's that you feel yourself differently.**"
11,02,the_story_you_used_to_tell,direct,,Old story: I'm an anxious person who can't do things.
11,02,the_story_you_used_to_tell,peer,,Old story: I'm an anxious person who can't do things.
11,02,the_story_you_used_to_tell,poetic,,Old story: I'm an anxious person who can't do things.
11,02,the_story_you_used_to_tell,coach,,Old story: I'm an anxious person who can't do things. Execute.
11,02,the_story_you_used_to_tell,somatic,,Old story: I'm an anxious person who can't do things.
11,03,what_happens_when_story_changes,direct,{scene_17},Every action while anxious rewrote the story. Quietly.
11,03,what_happens_when_story_changes,peer,{scene_17},Every action while anxious rewrote the story. Quietly.
11,03,what_happens_when_story_changes,poetic,{scene_17},Every action while anxious rewrote the story. Quietly.
11,03,what_happens_when_story_changes,coach,{scene_17},Every action while anxious rewrote the story. Execute. Quietly. Execute.
11,03,what_happens_when_story_changes,somatic,{scene_17},Every action while anxious rewrote the story. Quietly.
11,04,the_identity_shift,direct,,Before: anxiety was who you were. Now: it's what you feel.
11,04,the_identity_shift,peer,,Before: anxiety was who you were. Now: it's what you feel.
11,04,the_identity_shift,poetic,,Before: anxiety was who you were. Now: it's what you feel.
11,04,the_identity_shift,coach,,Before: anxiety was who you were. Execute. Now: it's what you feel. Execute.
11,04,the_identity_shift,somatic,,Before: anxiety was who your body were. Now: it's what your body feel.
11,05,what_youre_not_anymore,direct,,You're not 'the anxious person' anymore. Just someone who feels it.
11,05,what_youre_not_anymore,peer,,You're not 'the anxious person' anymore. Just someone who feels it.
11,05,what_youre_not_anymore,poetic,,You're not 'the anxious person' anymore. Just someone who feels it.
11,05,what_youre_not_anymore,coach,,You're not 'the anxious person' anymore. Execute. Just someone who feels it. Execute.
11,05,what_youre_not_anymore,somatic,,Your body're not 'the anxious person' anymore. Just someone who feels it.
11,06,who_you_are_now,direct,,Who you are: someone who feels anxiety and acts anyway.
11,06,who_you_are_now,peer,,Who you are: someone who feels anxiety and acts anyway.
11,06,who_you_are_now,poetic,,Who you are: someone who feels anxiety and acts anyway.
11,06,who_you_are_now,coach,,Who you are: someone who feels anxiety and acts anyway. Execute.
11,06,who_you_are_now,somatic,,Who your body are: someone who feels anxiety and acts anyway.
11,07,the_quiet_confidence_again,direct,,Quiet confidence: I can handle discomfort. Because I have.
11,07,the_quiet_confidence_again,peer,,Quiet confidence: I can handle discomfort. Because I have.
11,07,the_quiet_confidence_again,poetic,,Quiet confidence: I can handle discomfort. Because I have.
11,07,the_quiet_confidence_again,coach,,Quiet confidence: I can handle discomfort. Execute. Because I have. Execute.
11,07,the_quiet_confidence_again,somatic,,Quiet confidence: I can handle discomfort. Because I have.
11,08,what_other_people_notice,direct,{scene_18},Others notice: you show up more. Say yes more. Disappear less.
11,08,what_other_people_notice,peer,{scene_18},Others notice: you show up more. Say yes more. Disappear less.
11,08,what_other_people_notice,poetic,{scene_18},Others notice: you show up more. Say yes more. Disappear less.
11,08,what_other_people_notice,coach,{scene_18},Others notice: you show up more. Execute. Say yes more. Execute. Disappear less. Execute.
11,08,what_other_people_notice,somatic,{scene_18},Others notice: your body show up more. Say yes more. Disappear less.
11,09,the_paradox,direct,,"The paradox: anxiety stayed, and you became more yourself."
11,09,the_paradox,peer,,"The paradox: anxiety stayed, and you became more yourself."
11,09,the_paradox,poetic,,"The paradox: anxiety stayed, and you became more yourself."
11,09,the_paradox,coach,,"The paradox: anxiety stayed, and you became more yourself. Execute."
11,09,the_paradox,somatic,,"The paradox: anxiety stayed, and your body became more your bodyrself."
11,10,what_you_realize_about_past,direct,,You realize: you were always capable. Just didn't believe it.
11,10,what_you_realize_about_past,peer,,realize: you were always capable—Just didn't believe it.
11,10,what_you_realize_about_past,poetic,,You realize: you were always capable. Just didn't believe it.
11,10,what_you_realize_about_past,coach,,You realize: you were always capable. Execute. Just didn't believe it. Execute.
11,10,what_you_realize_about_past,somatic,,Your body realize: your body were always capable. Just didn't believe it.
11,11,what_changes_how_you_see_others,direct,,You see others differently too. More compassion. Less judgment.
11,11,what_changes_how_you_see_others,peer,,see others differently too—More compassion—Less judgment.
11,11,what_changes_how_you_see_others,poetic,,You see others differently too. More compassion. Less judgment.
11,11,what_changes_how_you_see_others,coach,,You see others differently too. Execute. More compassion. Execute. Less judgment. Execute.
11,11,what_changes_how_you_see_others,somatic,,Your body see others differently too. More compassion. Less judgment.
11,12,the_new_story,direct,,New story: I feel anxiety and live anyway. That's who I am.
11,12,the_new_story,peer,,New story: I feel anxiety and live anyway. That's who I am.
11,12,the_new_story,poetic,,New story: I feel anxiety and live anyway. That's who I am.
11,12,the_new_story,coach,,New story: I feel anxiety and live anyway. Execute. That's who I am. Execute.
11,12,the_new_story,somatic,,New story: I feel anxiety and live anyway. That's who I am.
11,13,what_youre_capable_of,direct,,What you're capable of: everything. Anxious and all.
11,13,what_youre_capable_of,peer,,What you're capable of: everything. Anxious and all.
11,13,what_youre_capable_of,poetic,,What you're capable of: everything. Anxious and all.
11,13,what_youre_capable_of,coach,,What you're capable of: everything. Execute. Anxious and all. Execute.
11,13,what_youre_capable_of,somatic,,What your body're capable of: everything. Anxious and all.
11,14,permission_you_dont_need,direct,,You don't need permission anymore. Never did.
11,14,permission_you_dont_need,peer,,don't need permission anymore—Never did.
11,14,permission_you_dont_need,poetic,,You don't need permission anymore. Never did.
11,14,permission_you_dont_need,coach,,You don't need permission anymore. Execute. Never did. Execute.
11,14,permission_you_dont_need,somatic,,Your body don't need permission anymore. Never did.
11,15,who_youre_becoming_summary,direct,,Who you're becoming: someone who shows up. While anxious.
11,15,who_youre_becoming_summary,peer,,Who you're becoming: someone who shows up. While anxious.
11,15,who_youre_becoming_summary,poetic,,Who you're becoming: someone who shows up. While anxious.
11,15,who_youre_becoming_summary,coach,,Who you're becoming: someone who shows up. Execute. While anxious. Execute.
11,15,who_youre_becoming_summary,somatic,,Who your body're becoming: someone who shows up. While anxious.
11,16,what_comes_next,direct,,What comes next: you live. Anxious and alive.
11,16,what_comes_next,peer,,What comes next: you live. Anxious and alive.
11,16,what_comes_next,poetic,,What comes next: you live. Anxious and alive.
11,16,what_comes_next,coach,,What comes next: you live. Execute. Anxious and alive. Execute.
11,16,what_comes_next,somatic,,What comes next: your body live. Anxious and alive.
