chapter,section,section_name,style,scene_socket,text
2,01,it_made_sense_hook,direct,,"The sentence made sense once. Context changed, sentence didn't."
2,01,it_made_sense_hook,peer,,"The sentence made sense once. Context changed, sentence didn't."
2,01,it_made_sense_hook,poetic,,"The sentence made sense once. Context changed, sentence didn't."
2,01,it_made_sense_hook,coach,,"The sentence made sense once. Execute. Context changed, sentence didn't. Execute."
2,01,it_made_sense_hook,somatic,,"The sentence made sense once. Context changed, sentence didn't."
2,02,when_waiting_was_protection,direct,scene_03,"Once, waiting kept you safe. That was real protection."
2,02,when_waiting_was_protection,peer,scene_03,"Once, waiting kept you safe. That was real protection."
2,02,when_waiting_was_protection,poetic,scene_03,"Once, waiting kept you safe. That was real protection."
2,02,when_waiting_was_protection,coach,scene_03,"Once, waiting kept you safe. Execute. That was real protection. Execute."
2,02,when_waiting_was_protection,somatic,scene_03,"Once, waiting kept your body safe. That was real protection."
2,03,the_strategy_that_saved_you,direct,,The strategy saved you once. It's not saving you now.
2,03,the_strategy_that_saved_you,peer,,The strategy saved you once. It's not saving you now.
2,03,the_strategy_that_saved_you,poetic,,The strategy saved you once. It's not saving you now.
2,03,the_strategy_that_saved_you,coach,,The strategy saved you once. Execute. It's not saving you now. Execute.
2,03,the_strategy_that_saved_you,somatic,,The strategy saved your body once. It's not saving your body now.
2,04,what_changed,direct,,Circumstances changed. The sentence didn't. That's the gap.
2,04,what_changed,peer,,Circumstances changed. The sentence didn't. That's the gap.
2,04,what_changed,poetic,,Circumstances changed. The sentence didn't. That's the gap.
2,04,what_changed,coach,,Circumstances changed. Execute. The sentence didn't. Execute. That's the gap. Execute.
2,04,what_changed,somatic,,Circumstances changed. The sentence didn't. That's the gap.
2,05,the_cost_you_didnt_see,direct,,The cost crept in slowly. Safety came at a price.
2,05,the_cost_you_didnt_see,peer,,The cost crept in slowly. Safety came at a price.
2,05,the_cost_you_didnt_see,poetic,,The cost crept in slowly. Safety came at a price.
2,05,the_cost_you_didnt_see,coach,,The cost crept in slowly. Execute. Safety came at a price. Execute.
2,05,the_cost_you_didnt_see,somatic,,The cost crept in slowly. Safety came at a price.
2,06,the_trade_you_made,direct,,You traded visibility for safety. Fair then. Costly now.
2,06,the_trade_you_made,peer,,traded visibility for safety—Fair then—Costly now.
2,06,the_trade_you_made,poetic,,You traded visibility for safety. Fair then. Costly now.
2,06,the_trade_you_made,coach,,You traded visibility for safety. Execute. Fair then. Execute. Costly now. Execute.
2,06,the_trade_you_made,somatic,,Your body traded visibility for safety. Fair then. Costly now.
2,07,why_hard_to_let_go,direct,,It's hard to let go because it worked for so long.
2,07,why_hard_to_let_go,peer,,It's hard to let go because it worked for so long.
2,07,why_hard_to_let_go,poetic,,It's hard to let go because it worked for so long.
2,07,why_hard_to_let_go,coach,,It's hard to let go because it worked for so long. Execute.
2,07,why_hard_to_let_go,somatic,,It's hard to let go because it worked for so long.
2,08,what_youre_starting_to_see,direct,,You're starting to see: the sentence is optional.
2,08,what_youre_starting_to_see,peer,,You're starting to see: the sentence is optional.
2,08,what_youre_starting_to_see,poetic,,You're starting to see: the sentence is optional.
2,08,what_youre_starting_to_see,coach,,You're starting to see: the sentence is optional. Execute.
2,08,what_youre_starting_to_see,somatic,,Your body're starting to see: the sentence is optional.
2,09,the_question,direct,,Here's the question: what if you could act while anxious?
2,09,the_question,peer,,Here's the question: what if you could act while anxious?
2,09,the_question,poetic,,Here's the question: what if you could act while anxious?
2,09,the_question,coach,,Here's the question: what if you could act while anxious? Execute.
2,09,the_question,somatic,,Here's the question: what if your body could act while anxious?
