chapter,section,section_name,style,scene_socket,text
12,01,opening_here_we_are,direct,,Here we are. Last chapter. Not cured—different.
12,01,opening_here_we_are,peer,,Here we are. Last chapter. Not cured—different.
12,01,opening_here_we_are,gentle,,Here we are. Last chapter. Not cured—different.
12,01,opening_here_we_are,warm,,"Gently, here we are. Last chapter. Not cured—different."
12,01,opening_here_we_are,storyteller,,Here we are. Last chapter. Not cured—different.
12,02,what_youve_actually_learned,direct,,You learned to act while anxious. Not to stop being anxious.
12,02,what_youve_actually_learned,peer,,learned to act while anxious—Not to stop being anxious.
12,02,what_youve_actually_learned,gentle,,You learned to act while anxious. Not to stop being anxious.
12,02,what_youve_actually_learned,warm,,"Gently, you learned to act while anxious. Not to stop being anxious."
12,02,what_youve_actually_learned,storyteller,,You learned to act while anxious. Not to stop being anxious.
12,03,what_this_isnt,direct,,This isn't an ending where anxiety disappears. It's a beginning.
12,03,what_this_isnt,peer,,This isn't an ending where anxiety disappears. It's a beginning.
12,03,what_this_isnt,gentle,,This isn't an ending where anxiety disappears. It's a beginning.
12,03,what_this_isnt,warm,,"Gently, this isn't an ending where anxiety disappears. It's a beginning."
12,03,what_this_isnt,storyteller,,This isn't an ending where anxiety disappears. It's a beginning.
12,04,what_this_is,direct,,"This is: a beginning, a framework, permission."
12,04,what_this_is,peer,,"This is: a beginning, a framework, permission."
12,04,what_this_is,gentle,,"This is: a beginning, a framework, permission."
12,04,what_this_is,warm,,"Gently, this is: a beginning, a framework, permission."
12,04,what_this_is,storyteller,,"This is: a beginning, a framework, permission."
12,05,what_happens_from_here,direct,,From here: you live. Anxious and fully alive.
12,05,what_happens_from_here,peer,,From here: you live. Anxious and fully alive.
12,05,what_happens_from_here,gentle,,From here: you live. Anxious and fully alive.
12,05,what_happens_from_here,warm,,"Gently, from here: you live. Anxious and fully alive."
12,05,what_happens_from_here,storyteller,,From here: you live. Anxious and fully alive.
12,06,things_that_will_still_be_hard,direct,,Some things stay hard. That's not failure—that's life.
12,06,things_that_will_still_be_hard,peer,,Some things stay hard. That's not failure—that's life.
12,06,things_that_will_still_be_hard,gentle,,Some things stay hard. That's not failure—that's life.
12,06,things_that_will_still_be_hard,warm,,"Gently, some things stay hard. That's not failure—that's life."
12,06,things_that_will_still_be_hard,storyteller,,Some things stay hard. That's not failure—that's life.
12,07,what_gets_easier,direct,,"Gets easier: less waiting, faster recovery, more living."
12,07,what_gets_easier,peer,,"Gets easier: less waiting, faster recovery, more living."
12,07,what_gets_easier,gentle,,"Gets easier: less waiting, faster recovery, more living."
12,07,what_gets_easier,warm,,"Gently, gets easier: less waiting, faster recovery, more living."
12,07,what_gets_easier,storyteller,,"Gets easier: less waiting, faster recovery, more living."
12,08,question_youll_keep_asking,direct,,"Keep asking: what can I do right now, anxious?"
12,08,question_youll_keep_asking,peer,,"Keep asking: what can I do right now, anxious?"
12,08,question_youll_keep_asking,gentle,,"Keep asking: what can I do right now, anxious?"
12,08,question_youll_keep_asking,warm,,"Gently, keep asking: what can I do right now, anxious?"
12,08,question_youll_keep_asking,storyteller,,"Keep asking: what can I do right now, anxious?"
12,09,what_you_can_return_to,direct,,"Return to: notice, acknowledge, act. That's yours forever."
12,09,what_you_can_return_to,peer,,"Return to: notice, acknowledge, act. That's yours forever."
12,09,what_you_can_return_to,gentle,,"Return to: notice, acknowledge, act. That's yours forever."
12,09,what_you_can_return_to,warm,,"Gently, return to: notice, acknowledge, act. That's yours forever."
12,09,what_you_can_return_to,storyteller,,"Return to: notice, acknowledge, act. That's yours forever."
12,10,what_you_dont_need_anymore,direct,,"Don't need: permission, readiness, calm first."
12,10,what_you_dont_need_anymore,peer,,"Don't need: permission, readiness, calm first."
12,10,what_you_dont_need_anymore,gentle,,"Don't need: permission, readiness, calm first."
12,10,what_you_dont_need_anymore,warm,,"Gently, don't need: permission, readiness, calm first."
12,10,what_you_dont_need_anymore,storyteller,,"Don't need: permission, readiness, calm first."
12,11,thing_to_remember,direct,,Remember: the anxious version of you is enough. Always was.
12,11,thing_to_remember,peer,,Remember: the anxious version of you is enough. Always was.
12,11,thing_to_remember,gentle,,Remember: the anxious version of you is enough. Always was.
12,11,thing_to_remember,warm,,"Gently, remember: the anxious version of you is enough. Always was."
12,11,thing_to_remember,storyteller,,Remember: the anxious version of you is enough. Always was.
12,12,what_youll_notice_over_time,direct,{scene_12},"Over time: less waiting, more living, less big deal."
12,12,what_youll_notice_over_time,peer,{scene_12},"Over time: less waiting, more living, less big deal."
12,12,what_youll_notice_over_time,gentle,{scene_12},"Over time: less waiting, more living, less big deal."
12,12,what_youll_notice_over_time,warm,{scene_12},"Gently, over time: less waiting, more living, less big deal."
12,12,what_youll_notice_over_time,storyteller,{scene_12},"Over time: less waiting, more living, less big deal."
12,13,last_thing_i_need_to_say,direct,,Last thing: you did this. Not me. You.
12,13,last_thing_i_need_to_say,peer,,Last thing: you did this. Not me. You.
12,13,last_thing_i_need_to_say,gentle,,Last thing: you did this. Not me. You.
12,13,last_thing_i_need_to_say,warm,,"Gently, last thing: you did this. Not me. You."
12,13,last_thing_i_need_to_say,storyteller,,Last thing: you did this. Not me. You.
12,14,what_you_take_with_you,direct,,"What you take: the knowledge, the framework, the evidence."
12,14,what_you_take_with_you,peer,,"What you take: the knowledge, the framework, the evidence."
12,14,what_you_take_with_you,gentle,,"What you take: the knowledge, the framework, the evidence."
12,14,what_you_take_with_you,warm,,"Gently, what you take: the knowledge, the framework, the evidence."
12,14,what_you_take_with_you,storyteller,,"What you take: the knowledge, the framework, the evidence."
12,15,where_you_go_from_here,direct,{scene_12},Where you go: everywhere. Anxious and alive.
12,15,where_you_go_from_here,peer,{scene_12},Where you go: everywhere. Anxious and alive.
12,15,where_you_go_from_here,gentle,{scene_12},Where you go: everywhere. Anxious and alive.
12,15,where_you_go_from_here,warm,{scene_12},"Gently, where you go: everywhere. Anxious and alive."
12,15,where_you_go_from_here,storyteller,{scene_12},Where you go: everywhere. Anxious and alive.
12,16,final_word,direct,,Final word: live. While anxious. Starting now.
12,16,final_word,peer,,Final word: live. While anxious. Starting now.
12,16,final_word,gentle,,Final word: live. While anxious. Starting now.
12,16,final_word,warm,,"Gently, final word: live. While anxious. Starting now."
