chapter,section,section_name,style,scene_socket,text
10,01,youre_going_to_slip_hook,direct,,You're going to slip. Not if—when. That's normal.
10,01,youre_going_to_slip_hook,peer,,You're going to slip. Not if—when. That's normal.
10,01,youre_going_to_slip_hook,gentle,,You're going to slip. Not if—when. That's normal.
10,01,youre_going_to_slip_hook,coach,,You're going to slip. Execute. Not if—when. Execute. That's normal. Execute.
10,01,youre_going_to_slip_hook,somatic,,Your body're going to slip. Not if—when. That's normal.
10,02,why_slipping_happens,direct,,Slipping happens because old patterns don't vanish. They get overwritten.
10,02,why_slipping_happens,peer,,Slipping happens because old patterns don't vanish. They get overwritten.
10,02,why_slipping_happens,gentle,,Slipping happens because old patterns don't vanish. They get overwritten.
10,02,why_slipping_happens,coach,,Slipping happens because old patterns don't vanish. Execute. They get overwritten. Execute.
10,02,why_slipping_happens,somatic,,Slipping happens because old patterns don't vanish. They get overwritten.
10,03,what_a_slip_looks_like,direct,{scene_10},"A slip: anxiety arrives, you freeze, old pattern runs."
10,03,what_a_slip_looks_like,peer,{scene_10},"A slip: anxiety arrives, you freeze, old pattern runs."
10,03,what_a_slip_looks_like,gentle,{scene_10},"A slip: anxiety arrives, you freeze, old pattern runs."
10,03,what_a_slip_looks_like,coach,{scene_10},"A slip: anxiety arrives, you freeze, old pattern runs. Execute."
10,03,what_a_slip_looks_like,somatic,{scene_10},"A slip: anxiety arrives, your body freeze, old pattern runs."
10,04,the_story_you_tell_yourself,direct,,The story you tell matters more than the slip itself.
10,04,the_story_you_tell_yourself,peer,,The story you tell matters more than the slip itself.
10,04,the_story_you_tell_yourself,gentle,,The story you tell matters more than the slip itself.
10,04,the_story_you_tell_yourself,coach,,The story you tell matters more than the slip itself. Execute.
10,04,the_story_you_tell_yourself,somatic,,The story your body tell matters more than the slip itself.
10,05,what_a_slip_actually_means,direct,,A slip means: you're human. Not that you've failed.
10,05,what_a_slip_actually_means,peer,,A slip means: you're human. Not that you've failed.
10,05,what_a_slip_actually_means,gentle,,A slip means: you're human. Not that you've failed.
10,05,what_a_slip_actually_means,coach,,A slip means: you're human. Execute. Not that you've failed. Execute.
10,05,what_a_slip_actually_means,somatic,,A slip means: your body're human. Not that your body've failed.
10,06,slip_vs_collapse,direct,,Slip: one moment. Collapse: one moment + catastrophic story.
10,06,slip_vs_collapse,peer,,Slip: one moment. Collapse: one moment + catastrophic story.
10,06,slip_vs_collapse,gentle,,Slip: one moment. Collapse: one moment + catastrophic story.
10,06,slip_vs_collapse,coach,,Slip: one moment. Execute. Collapse: one moment + catastrophic story. Execute.
10,06,slip_vs_collapse,somatic,,Slip: one moment. Collapse: one moment + catastrophic story.
10,07,what_to_do_when_you_slip,direct,,"When you slip: notice, don't spiral, do the next thing."
10,07,what_to_do_when_you_slip,peer,,"When you slip: notice, don't spiral, do the next thing."
10,07,what_to_do_when_you_slip,gentle,,"When you slip: notice, don't spiral, do the next thing."
10,07,what_to_do_when_you_slip,coach,,"When you slip: notice, don't spiral, do the next thing. Execute."
10,07,what_to_do_when_you_slip,somatic,,"When your body slip: notice, don't spiral, do the next thing."
10,08,truth_about_progress,direct,,Progress: act → slip → act → act → slip → act.
10,08,truth_about_progress,peer,,Progress: act → slip → act → act → slip → act.
10,08,truth_about_progress,gentle,,Progress: act → slip → act → act → slip → act.
10,08,truth_about_progress,coach,,Progress: act → slip → act → act → slip → act. Execute.
